,index,record_name,record_name_2,ref_code,ref_name,ref_unit
592,593,"Кабель NIKOLAN волоконно-оптический, 2 волокна, одномодовый 9/125мкм, стандарта OS2, внутренний/внешний, распределительный, с плотным буфером, полимерный материал нг(A)-LSLTx, черный - гарантия: 5 лет расширенная / 25 лет системная (отгрузка может осуществляется с использованием альтернативного барабана, который подбирается в зависимости от требуемой длины и является отдельной позицией в прайс-листе)",Кабель оптический 2-х волоконный NKL-F-002S9I-00C-BK NIKOMAX,27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
593,594,"Кабель NIKOLAN волоконно-оптический, 24 волокна, одномодовый 9/125мкм, стандарта OS2, внутренний/внешний, распределительный, с плотным буфером, полимерный материал нг(A)-LSLTx, черный - гарантия: 5 лет расширенная / 25 лет системная",Кабель оптический 24-х волоконный NKL-F-024S9I-00C-BK NIKOMAX,27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
594,595,"Кабель NIKOLAN волоконно-оптический, 4 волокна, одномодовый 9/125мкм, стандарта OS2, внутренний/внешний, распределительный, с плотным буфером, полимерный материал нг(A)-LSLTx, черный - гарантия: 5 лет расширенная / 25 лет системная",Кабель оптический 4-х волоконный NKL-F-004S9I-00C-BK NIKOMAX,27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
595,596,"Кабель NIKOLAN волоконно-оптический, 8 волокон, одномодовый 9/125мкм, стандарта OS2, внутренний/внешний, распределительный, с плотным буфером, полимерный материал -40C нг(A)-LSLTx, черный - гарантия: 5 лет расширенная / 25 лет системная",Кабель оптический 8-ми волоконный NKL-F-008S9I-00C-BK NIKOMAX,27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
596,597,"Кабель TechnoLAN F/UTP Cat 5е PVC LS нг(A)-FRLSLTx 1x2x0,52","Кабель ""витая пара"" СегментЛАН F/UTP Cat5e, 1-но парный PVCLSнг(А)-FRLSLTx 1х2х0.52 МО, ООО «СегментЭНЕРГО»",27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
597,598,Кабель АВВГ нг(А)LS 4х240.0 1кВ МС,Кабель силовой с алюминиевыми многопроволочными жилами сечением 240 мм2 АВВГ 4х240,27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
598,599,"Кабель ВВГ-НГ LS 5x6 - 0,66 кВ","Кабель ВВГ-НГ LS 5x6 - 0,66кВ ГОСТ",27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
599,600,"Кабель ВВГп-НГ LS 3x2,5 - 0,66 кВ","Кабель ВВГнг 3х2,5",27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
600,601,Кабель волоконно-оптический 24 волокна одномод. 9/125мкм стандарта OS2 внутр./внешний распределительный с плотным буфером LSZH -40С нг(А)-НFLТх черн. NIKOLAN NKL-F-024S2I-00C-BK,Кабель оптический 24-х волоконный NKL-F-024S9I-00C-BK NIKOMAX,27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
601,602,Кабель волоконно-оптический 8 волокон одномод. 9/125мкм стандарта OS2 внутр./внешний распределительный с плотным буфером LSZH -40С нг(А)-НFLТх черн. NIKOLAN NKL-F-008S2I-00C-BK,Кабель оптический 8-ми волоконный NKL-F-008S9I-00C-BK NIKOMAX,27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
602,603,"Кабель оптический ДОЛ-П-32У (4х8)-2,7кН от 1000м","Кабель оптический ВОК-32 ОКСТМ 10-01-0,22-32(2,7) ООО «ИНКАБ»",27.31.11.000.21.1.01.01-0011-000,"Кабель оптический ДПО-нг(A)-HF-48У (6х8)-2,7 кН",1000 м
